Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Madhya Pradesh,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,3,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.0999079989711074,0.08749543847720613,0.11256701027913273
All Population,Maharashtra,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,4,,
All Population,Maharashtra,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.08763705692880051,0.07381002359349521,0.09873350166827582
All Population,Manipur,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,4,,
All Population,Manipur,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.08302752478395398,0.07220707254223253,0.09611620725443822
All Population,Meghalaya,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,6,,
All Population,Meghalaya,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.057676188432377165,0.0481856400651943,0.09073694562849462
All Population,Mizoram,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,8,,
All Population,Mizoram,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.04175698861040259,0.033678344075439307,0.055649282143747855
All Population,Nagaland,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,9,,
All Population,Nagaland,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.0453871345714236,0.03675712043818271,0.07777781359771126
All Population,Odisha,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,5,,
All Population,Odisha,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.07851204088192514,0.06924633147155933,0.0928736421967639
All Population,Other Union Territories,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,4,,
All Population,Other Union Territories,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.1012652000134367,0.07332450502772564,0.11325143571605524
All Population,Punjab,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,7,,
All Population,Punjab,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.055083283813737324,0.04843646725569203,0.07251236940971736
All Population,Rajasthan,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,5,,
All Population,Rajasthan,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.07342474019112177,0.06569031988492546,0.0846296959122695
All Population,Sikkim,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,5,,
All Population,Sikkim,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.07249050419700766,0.061000949670639196,0.08472833263497742
All Population,Tamil Nadu,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,3,,
All Population,Tamil Nadu,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.13395211659788353,0.07503574106216684,0.15268343696006614
All Population,Telangana,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,2,,
All Population,Telangana,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.1195034171877677,0.07585175921918819,0.1364736581880485
All Population,Tripura,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,3,,
All Population,Tripura,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.138722198147753,0.07357062440218187,0.1561589509347593
All Population,Uttar Pradesh,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,5,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.08063526954292279,0.07249247946919454,0.08925545501429027
All Population,Uttarakhand,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,5,,
All Population,Uttarakhand,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.06772122708592773,0.0596295817095845,0.07727413390359232
All Population,West Bengal,2021,15-49 years,Both,Self-harm and interpersonal violence,Death rank,3,,
All Population,West Bengal,2021,15-49 years,Both,Self-harm and interpersonal violence,Percent of total deaths,0.1207928196057736,0.07911352442269876,0.14131978308845966
All Population,Andhra Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05588925670151431,0.03298404455653838,0.07911705712683599
All Population,Arunachal Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.044023364693663226,0.0032199733185159798,0.09270751042885796
All Population,Assam,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Assam,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.060073673570270866,0.041646766137666734,0.07844897421566542
All Population,Bihar,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Bihar,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06926775548495602,0.041999275585629624,0.09434399119729417
All Population,Chhattisgarh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Chhattisgarh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06194655893795236,0.041297260548035924,0.08206259942927518
All Population,Delhi,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,7,,
All Population,Delhi,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.049072393123080635,0.009094803603910238,0.08050431454837216
All Population,Goa,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,16,,
All Population,Goa,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.008104282035116803,8.702157059414886e-13,0.023525705604703826
All Population,Gujarat,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Gujarat,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.041645733595617025,0.007799710276163017,0.07335409167003114
All Population,Haryana,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Haryana,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06398516481206461,0.035195457875649504,0.09491794685846716
All Population,Himachal Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.04663190725550411,0.029716105450694454,0.06467478266657792
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05489788263038615,0.02374524973436892,0.0893344220618949
All Population,Jharkhand,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Jharkhand,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05797577817707483,0.02941658619877413,0.09167370920393542
All Population,Karnataka,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Karnataka,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05013643456579207,0.016934129737015743,0.08869170561390088
All Population,Kerala,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,9,,
All Population,Kerala,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.02314015724859982,0.010737025198160666,0.0396428350795196
All Population,Madhya Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05311653493831104,0.018346409564280942,0.09240342832246896
All Population,Maharashtra,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Maharashtra,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05770590929183064,0.00985339528533786,0.10135147004052958
All Population,Manipur,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,5,,
All Population,Manipur,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.07430759595884968,0.03328205705304393,0.12232539572899268
All Population,Meghalaya,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,5,,
All Population,Meghalaya,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06040928223031335,0.022461162776768854,0.10216068523613368
All Population,Mizoram,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,7,,
All Population,Mizoram,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.04951037030483693,0.007416407025475348,0.09770969411544146
All Population,Nagaland,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Nagaland,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06250549294694631,0.021734999571585523,0.10571722450806147
All Population,Odisha,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,9,,
All Population,Odisha,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.04923265076621329,0.03100006792290368,0.06771706012506494
All Population,Other Union Territories,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,7,,
All Population,Other Union Territories,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06117672967390963,0.03865936595359275,0.08607009645695703
All Population,Punjab,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,9,,
All Population,Punjab,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.04375479706615164,0.030045876362072243,0.059682184870283636
All Population,Rajasthan,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Rajasthan,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.0482378318479955,0.03216525061180567,0.06595498903219961
All Population,Sikkim,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Sikkim,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.06121520432750488,0.039568891879505776,0.08352353709984953
All Population,Tamil Nadu,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Tamil Nadu,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05328608523901398,0.030959101204785972,0.07590610923664298
All Population,Telangana,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,10,,
All Population,Telangana,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.029913664155695394,0.01951848847835171,0.04146960763625648
All Population,Tripura,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,6,,
All Population,Tripura,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.058489871469551036,0.038724984802107454,0.08285429387964197
All Population,Uttar Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.058620435826606566,0.029224803271014267,0.09446249572463956
All Population,Uttarakhand,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,Uttarakhand,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.05322140552598307,0.025119604865057654,0.08687531954590541
All Population,West Bengal,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Death rank,8,,
All Population,West Bengal,2021,15-49 years,Both,Other COVID-19 pandemic-related outcomes,Percent of total deaths,0.04291378933682922,0.023731116820325505,0.06666518203008005

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 10/2/2025). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
